name,ingredients,steps,cost,dietary,prep_time
Tofu & Oats Fusion Bowl 246,"oats, tofu, cauliflower, tomatoes, ginger, cheese","1. Cook the oats until tender. 2. Sauté the tofu with ginger. 3. Add chopped cauliflower and tomatoes, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",259.25,vegetarian,17
Kidney Beans & Oats Fusion Bowl 247,"oats, kidney beans, carrots, broccoli, soy sauce, cheese","1. Cook the oats until tender. 2. Sauté the kidney beans with soy sauce. 3. Add chopped carrots and broccoli, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",295.8,gluten-free,12
Tempeh & Rice Fusion Bowl 248,"rice, tempeh, cauliflower, spinach, turmeric, maple syrup","1. Cook the rice until tender. 2. Sauté the tempeh with turmeric. 3. Add chopped cauliflower and spinach, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",409.7,gluten-free,30
Eggs & Barley Fusion Bowl 249,"barley, eggs, zucchini, cauliflower, turmeric, cheese","1. Cook the barley until tender. 2. Sauté the eggs with turmeric. 3. Add chopped zucchini and cauliflower, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",421.6,low-carb,29
Eggs & Oats Fusion Bowl 250,"oats, eggs, broccoli, spinach, cumin, yogurt","1. Cook the oats until tender. 2. Sauté the eggs with cumin. 3. Add chopped broccoli and spinach, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",198.9,non-vegetarian,16
Tempeh & Rice Fusion Bowl 251,"rice, tempeh, kale, spinach, cumin, cheese","1. Cook the rice until tender. 2. Sauté the tempeh with cumin. 3. Add chopped kale and spinach, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",422.45,dairy-free,14
Chicken & Oats Fusion Bowl 252,"oats, chicken, tomatoes, kale, ginger, avocado","1. Cook the oats until tender. 2. Sauté the chicken with ginger. 3. Add chopped tomatoes and kale, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",316.2,vegan,12
Tofu & Rice Fusion Bowl 253,"rice, tofu, spinach, zucchini, vinegar, nuts","1. Cook the rice until tender. 2. Sauté the tofu with vinegar. 3. Add chopped spinach and zucchini, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",195.5,vegan,26
Beef & Bulgur Fusion Bowl 254,"bulgur, beef, kale, carrots, mustard, peanut butter","1. Cook the bulgur until tender. 2. Sauté the beef with mustard. 3. Add chopped kale and carrots, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",317.9,pescatarian,24
Beef & Barley Fusion Bowl 255,"barley, beef, cauliflower, tomatoes, mustard, yogurt","1. Cook the barley until tender. 2. Sauté the beef with mustard. 3. Add chopped cauliflower and tomatoes, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",359.55,non-vegetarian,25
Seitan & Quinoa Fusion Bowl 256,"quinoa, seitan, spinach, kale, sriracha, seeds","1. Cook the quinoa until tender. 2. Sauté the seitan with sriracha. 3. Add chopped spinach and kale, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",247.35,dairy-free,13
Eggs & Rice Fusion Bowl 257,"rice, eggs, onions, spinach, garlic, nuts","1. Cook the rice until tender. 2. Sauté the eggs with garlic. 3. Add chopped onions and spinach, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",211.65,vegetarian,12
Tempeh & Couscous Fusion Bowl 258,"couscous, tempeh, zucchini, cauliflower, mustard, lemon","1. Cook the couscous until tender. 2. Sauté the tempeh with mustard. 3. Add chopped zucchini and cauliflower, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",334.05,gluten-free,27
Seitan & Oats Fusion Bowl 259,"oats, seitan, zucchini, carrots, sriracha, seeds","1. Cook the oats until tender. 2. Sauté the seitan with sriracha. 3. Add chopped zucchini and carrots, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",187.85,low-carb,14
Tofu & Oats Fusion Bowl 260,"oats, tofu, zucchini, cauliflower, chili powder, peanut butter","1. Cook the oats until tender. 2. Sauté the tofu with chili powder. 3. Add chopped zucchini and cauliflower, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",357.85,non-vegetarian,29
Beef & Barley Fusion Bowl 261,"barley, beef, tomatoes, zucchini, sriracha, honey","1. Cook the barley until tender. 2. Sauté the beef with sriracha. 3. Add chopped tomatoes and zucchini, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",411.4,vegetarian,14
Chicken & Rice Fusion Bowl 262,"rice, chicken, cauliflower, kale, garlic, yogurt","1. Cook the rice until tender. 2. Sauté the chicken with garlic. 3. Add chopped cauliflower and kale, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",391.85,vegetarian,27
Chicken & Bulgur Fusion Bowl 263,"bulgur, chicken, onions, tomatoes, chili powder, peanut butter","1. Cook the bulgur until tender. 2. Sauté the chicken with chili powder. 3. Add chopped onions and tomatoes, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",241.4,gluten-free,17
Seitan & Barley Fusion Bowl 264,"barley, seitan, carrots, zucchini, curry powder, avocado","1. Cook the barley until tender. 2. Sauté the seitan with curry powder. 3. Add chopped carrots and zucchini, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",251.6,dairy-free,15
Chicken & Couscous Fusion Bowl 265,"couscous, chicken, broccoli, onions, sriracha, yogurt","1. Cook the couscous until tender. 2. Sauté the chicken with sriracha. 3. Add chopped broccoli and onions, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",221.85,high-protein,13
Tempeh & Barley Fusion Bowl 266,"barley, tempeh, broccoli, zucchini, ginger, honey","1. Cook the barley until tender. 2. Sauté the tempeh with ginger. 3. Add chopped broccoli and zucchini, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",337.45,pescatarian,19
Tuna & Rice Fusion Bowl 267,"rice, tuna, mushrooms, zucchini, curry powder, maple syrup","1. Cook the rice until tender. 2. Sauté the tuna with curry powder. 3. Add chopped mushrooms and zucchini, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",266.9,pescatarian,23
Tuna & Millet Fusion Bowl 268,"millet, tuna, cauliflower, kale, ginger, peanut butter","1. Cook the millet until tender. 2. Sauté the tuna with ginger. 3. Add chopped cauliflower and kale, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",181.9,dairy-free,13
Tofu & Quinoa Fusion Bowl 269,"quinoa, tofu, mushrooms, broccoli, vinegar, nuts","1. Cook the quinoa until tender. 2. Sauté the tofu with vinegar. 3. Add chopped mushrooms and broccoli, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",259.25,vegan,28
Eggs & Rice Fusion Bowl 270,"rice, eggs, broccoli, tomatoes, soy sauce, honey","1. Cook the rice until tender. 2. Sauté the eggs with soy sauce. 3. Add chopped broccoli and tomatoes, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",209.95,pescatarian,29
Chickpeas & Millet Fusion Bowl 271,"millet, chickpeas, onions, tomatoes, curry powder, peanut butter","1. Cook the millet until tender. 2. Sauté the chickpeas with curry powder. 3. Add chopped onions and tomatoes, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",246.5,pescatarian,27
Beef & Rice Fusion Bowl 272,"rice, beef, zucchini, mushrooms, curry powder, lime","1. Cook the rice until tender. 2. Sauté the beef with curry powder. 3. Add chopped zucchini and mushrooms, cook until soft. 4. Stir in lime, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",194.65,non-vegetarian,22
Lentils & Quinoa Fusion Bowl 273,"quinoa, lentils, onions, cauliflower, turmeric, lime","1. Cook the quinoa until tender. 2. Sauté the lentils with turmeric. 3. Add chopped onions and cauliflower, cook until soft. 4. Stir in lime, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",306,vegan,26
Tuna & Couscous Fusion Bowl 274,"couscous, tuna, carrots, tomatoes, garlic, cheese","1. Cook the couscous until tender. 2. Sauté the tuna with garlic. 3. Add chopped carrots and tomatoes, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",236.3,dairy-free,14
Chicken & Barley Fusion Bowl 275,"barley, chicken, spinach, kale, cumin, peanut butter","1. Cook the barley until tender. 2. Sauté the chicken with cumin. 3. Add chopped spinach and kale, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",262.65,gluten-free,27
Tempeh & Quinoa Fusion Bowl 276,"quinoa, tempeh, carrots, mushrooms, cumin, lemon","1. Cook the quinoa until tender. 2. Sauté the tempeh with cumin. 3. Add chopped carrots and mushrooms, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",310.25,non-vegetarian,28
Tempeh & Bulgur Fusion Bowl 277,"bulgur, tempeh, tomatoes, mushrooms, cumin, cheese","1. Cook the bulgur until tender. 2. Sauté the tempeh with cumin. 3. Add chopped tomatoes and mushrooms, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",357,pescatarian,30
Chicken & Couscous Fusion Bowl 278,"couscous, chicken, mushrooms, cauliflower, vinegar, cheese","1. Cook the couscous until tender. 2. Sauté the chicken with vinegar. 3. Add chopped mushrooms and cauliflower, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",329.8,vegetarian,30
Tuna & Couscous Fusion Bowl 279,"couscous, tuna, onions, mushrooms, sriracha, avocado","1. Cook the couscous until tender. 2. Sauté the tuna with sriracha. 3. Add chopped onions and mushrooms, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",377.4,non-vegetarian,17
Chicken & Millet Fusion Bowl 280,"millet, chicken, mushrooms, onions, curry powder, peanut butter","1. Cook the millet until tender. 2. Sauté the chicken with curry powder. 3. Add chopped mushrooms and onions, cook until soft. 4. Stir in peanut butter, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",423.3,gluten-free,28
Tempeh & Quinoa Fusion Bowl 281,"quinoa, tempeh, zucchini, cauliflower, cumin, maple syrup","1. Cook the quinoa until tender. 2. Sauté the tempeh with cumin. 3. Add chopped zucchini and cauliflower, cook until soft. 4. Stir in maple syrup, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",286.45,vegetarian,27
Kidney Beans & Barley Fusion Bowl 282,"barley, kidney beans, zucchini, onions, cumin, honey","1. Cook the barley until tender. 2. Sauté the kidney beans with cumin. 3. Add chopped zucchini and onions, cook until soft. 4. Stir in honey, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",262.65,non-vegetarian,19
Seitan & Couscous Fusion Bowl 283,"couscous, seitan, broccoli, tomatoes, cumin, yogurt","1. Cook the couscous until tender. 2. Sauté the seitan with cumin. 3. Add chopped broccoli and tomatoes, cook until soft. 4. Stir in yogurt, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",410.55,vegetarian,16
Seitan & Oats Fusion Bowl 284,"oats, seitan, spinach, mushrooms, chili powder, lemon","1. Cook the oats until tender. 2. Sauté the seitan with chili powder. 3. Add chopped spinach and mushrooms, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",184.45,pescatarian,18
Kidney Beans & Oats Fusion Bowl 285,"oats, kidney beans, kale, spinach, vinegar, avocado","1. Cook the oats until tender. 2. Sauté the kidney beans with vinegar. 3. Add chopped kale and spinach, cook until soft. 4. Stir in avocado, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",296.65,gluten-free,25
Eggs & Quinoa Fusion Bowl 286,"quinoa, eggs, spinach, broccoli, sriracha, seeds","1. Cook the quinoa until tender. 2. Sauté the eggs with sriracha. 3. Add chopped spinach and broccoli, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",311.95,pescatarian,15
Tofu & Couscous Fusion Bowl 287,"couscous, tofu, cauliflower, mushrooms, chili powder, seeds","1. Cook the couscous until tender. 2. Sauté the tofu with chili powder. 3. Add chopped cauliflower and mushrooms, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",303.45,dairy-free,23
Seitan & Couscous Fusion Bowl 288,"couscous, seitan, kale, spinach, vinegar, lemon","1. Cook the couscous until tender. 2. Sauté the seitan with vinegar. 3. Add chopped kale and spinach, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",346.8,low-carb,27
Eggs & Quinoa Fusion Bowl 289,"quinoa, eggs, broccoli, tomatoes, soy sauce, lime","1. Cook the quinoa until tender. 2. Sauté the eggs with soy sauce. 3. Add chopped broccoli and tomatoes, cook until soft. 4. Stir in lime, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",387.6,non-vegetarian,29
Eggs & Bulgur Fusion Bowl 290,"bulgur, eggs, broccoli, cauliflower, sriracha, lemon","1. Cook the bulgur until tender. 2. Sauté the eggs with sriracha. 3. Add chopped broccoli and cauliflower, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",401.2,non-vegetarian,27
Tempeh & Bulgur Fusion Bowl 291,"bulgur, tempeh, carrots, onions, garlic, cheese","1. Cook the bulgur until tender. 2. Sauté the tempeh with garlic. 3. Add chopped carrots and onions, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",291.55,non-vegetarian,16
Lentils & Bulgur Fusion Bowl 292,"bulgur, lentils, spinach, broccoli, turmeric, seeds","1. Cook the bulgur until tender. 2. Sauté the lentils with turmeric. 3. Add chopped spinach and broccoli, cook until soft. 4. Stir in seeds, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",254.15,gluten-free,30
Seitan & Barley Fusion Bowl 293,"barley, seitan, mushrooms, tomatoes, chili powder, lemon","1. Cook the barley until tender. 2. Sauté the seitan with chili powder. 3. Add chopped mushrooms and tomatoes, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",408,low-carb,19
Tuna & Oats Fusion Bowl 294,"oats, tuna, kale, mushrooms, garlic, cheese","1. Cook the oats until tender. 2. Sauté the tuna with garlic. 3. Add chopped kale and mushrooms, cook until soft. 4. Stir in cheese, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",242.25,dairy-free,18
Beef & Oats Fusion Bowl 295,"oats, beef, mushrooms, zucchini, turmeric, lemon","1. Cook the oats until tender. 2. Sauté the beef with turmeric. 3. Add chopped mushrooms and zucchini, cook until soft. 4. Stir in lemon, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",378.25,high-protein,21
Chicken & Bulgur Fusion Bowl 296,"bulgur, chicken, onions, carrots, garlic, nuts","1. Cook the bulgur until tender. 2. Sauté the chicken with garlic. 3. Add chopped onions and carrots, cook until soft. 4. Stir in nuts, mix well. 5. Serve hot, optionally garnished with herbs or seeds.",269.45,vegetarian,24
